[0, 0, 1.82767256066717, 4.508785772666163]
[0, 1, 1.82767256066717, 4.508785772666163]
[0, 2, 1.82767256066717, 4.508785772666163]
[0, 3, 1.82767256066717, 4.508785772666163]
[1, 0, 3.6651149673556014, 9.899592844187103]
[1, 1, 2.1432187837825127, 8.862423369675259]
[1, 2, 4.109149097336857, 6.467321554292932]
[1, 3, 8.165919358961371, 5.326813676397151]
[2, 0, 5.360519324009209, 9.416411657482143]
[2, 1, 3.6045017854310855, 8.184192036147355]
[2, 2, 5.710204361654532, 5.577343181911746]
[2, 3, 10.220974742874017, 4.471910837089447]
[3, 0, 4.195708872565126, 2.3440469559902977]
[3, 1, 4.119075616508158, 2.348705435863086]
[3, 2, 4.478726643767193, 1.9769837832603407]
[3, 3, 4.955545397754373, 1.582186110561202]
